class,stream,favorite_subject,interest,skill,overall_marks,math_score,science_score,english_score,logical_reasoning,communication_skill,creativity_score,recommended_career
12,Arts,Political Science,Government,Leadership,65,40,46,82,4,3,1,Civil Services
11,Commerce,Mathematics,Finance,Mathematics,55,71,98,43,4,4,5,Financial Analyst
12,Science,Mathematics,Technology,Programming,58,45,54,70,6,4,8,Software Engineer
11,Science,Mathematics,Programming,Problem Solving,96,48,75,76,2,2,1,Software Engineer
12,Science,Chemistry,Healthcare,Communication,84,48,59,82,9,1,10,Doctor
11,Arts,History,Government,Leadership,62,100,59,86,8,9,4,Civil Services
12,Science,Computer Science,Programming,Problem Solving,76,89,100,83,7,5,6,Software Engineer
12,Commerce,Accountancy,Finance,Analysis,56,49,97,67,8,5,10,Chartered Accountant
11,Science,Physics,Engineering,Problem Solving,82,82,66,87,3,3,7,Engineer
11,Commerce,Economics,Finance,Mathematics,89,66,46,46,2,5,3,Financial Analyst
11,Science,Mathematics,Technology,Problem Solving,82,48,87,49,6,3,9,Software Engineer
12,Science,Mathematics,Artificial Intelligence,Programming,93,49,95,69,5,10,7,Data Scientist
11,Arts,History,Government,Research,60,78,70,42,5,3,1,Civil Services
11,Science,Biology,Healthcare,Communication,73,96,86,73,1,10,1,Doctor
12,Science,Mathematics,Programming,Programming,91,90,51,100,5,2,5,Software Engineer
11,Commerce,Business Studies,Business,Leadership,69,82,55,40,2,5,5,Business Manager
12,Science,Chemistry,Healthcare,Research,60,90,94,61,7,9,5,Doctor
12,Science,Computer Science,Artificial Intelligence,Analysis,73,92,84,56,3,7,3,Data Scientist
11,Arts,History,Writing,Writing,56,97,92,60,3,10,7,Journalist
12,Commerce,Economics,Finance,Analysis,88,42,40,65,5,9,9,Financial Analyst
12,Arts,English,Design,Creativity,63,61,47,48,1,1,1,Graphic Designer
11,Science,Biology,Healthcare,Communication,87,59,65,95,8,4,10,Doctor
11,Science,Chemistry,Healthcare,Research,73,89,66,61,3,10,9,Doctor
11,Science,Computer Science,Technology,Programming,80,84,66,54,3,6,5,Software Engineer
12,Science,Chemistry,Healthcare,Research,77,51,93,67,9,9,8,Doctor
11,Science,Computer Science,Programming,Problem Solving,84,76,86,54,10,2,8,Software Engineer
11,Commerce,Economics,Finance,Mathematics,89,89,50,99,9,1,10,Financial Analyst
11,Science,Computer Science,Technology,Programming,86,96,69,94,7,7,6,Data Scientist
11,Science,Computer Science,Technology,Analysis,86,42,80,84,2,5,3,Data Scientist
12,Arts,Political Science,Government,Research,83,40,56,54,3,1,3,Civil Services
12,Arts,English,Design,Creativity,58,55,56,95,4,4,10,Graphic Designer
11,Science,Computer Science,Programming,Problem Solving,55,83,47,62,5,6,9,Software Engineer
12,Commerce,Accountancy,Finance,Mathematics,68,57,89,43,1,1,6,Chartered Accountant
11,Arts,English,Design,Creativity,85,71,96,73,1,7,4,Graphic Designer
11,Arts,English,Design,Creativity,64,62,89,66,8,7,10,Graphic Designer
11,Commerce,Business Studies,Management,Communication,61,97,58,59,9,3,3,Business Manager
12,Science,Mathematics,Technology,Programming,99,93,42,56,2,1,8,Data Scientist
12,Commerce,Economics,Finance,Analysis,62,84,56,90,5,6,2,Financial Analyst
11,Science,Mathematics,Technology,Programming,77,57,71,46,10,1,10,Data Scientist
12,Arts,History,Government,Leadership,79,46,75,80,2,9,9,Civil Services
11,Commerce,Accountancy,Finance,Mathematics,89,88,62,86,3,5,8,Chartered Accountant
12,Commerce,Economics,Finance,Mathematics,74,58,85,40,9,9,7,Financial Analyst
11,Arts,English,Design,Creativity,91,86,46,91,5,3,5,Graphic Designer
11,Arts,History,Government,Leadership,89,50,65,73,6,1,2,Civil Services
12,Commerce,Business Studies,Business,Leadership,67,43,81,92,9,9,8,Business Manager
11,Commerce,Accountancy,Finance,Analysis,84,99,80,72,3,3,10,Chartered Accountant
12,Science,Chemistry,Healthcare,Research,56,87,86,59,7,2,1,Doctor
12,Commerce,Business Studies,Management,Leadership,89,77,46,73,9,7,6,Business Manager
12,Commerce,Economics,Finance,Analysis,69,62,58,99,9,5,5,Financial Analyst
11,Science,Mathematics,Engineering,Mathematics,80,100,79,92,8,5,7,Engineer
11,Science,Computer Science,Programming,Problem Solving,91,93,56,48,4,2,8,Software Engineer
12,Science,Mathematics,Programming,Problem Solving,88,94,46,80,9,1,9,Software Engineer
12,Arts,English,Design,Creativity,62,40,40,43,4,4,2,Graphic Designer
11,Science,Chemistry,Healthcare,Research,89,77,97,70,3,4,7,Doctor
11,Science,Physics,Engineering,Mathematics,76,95,71,77,9,7,4,Engineer
11,Arts,English,Writing,Writing,55,64,42,43,2,9,1,Journalist
12,Science,Mathematics,Artificial Intelligence,Analysis,61,98,85,93,7,2,7,Data Scientist
11,Science,Computer Science,Programming,Problem Solving,83,58,93,77,6,9,2,Software Engineer
12,Science,Mathematics,Artificial Intelligence,Programming,61,95,44,99,10,2,1,Data Scientist
11,Commerce,Business Studies,Business,Leadership,94,94,48,51,4,5,5,Business Manager
12,Science,Computer Science,Artificial Intelligence,Analysis,70,51,71,76,10,10,9,Data Scientist
12,Arts,English,Design,Creativity,75,72,54,76,6,8,8,Graphic Designer
12,Science,Physics,Engineering,Mathematics,76,63,45,93,7,7,4,Engineer
12,Science,Mathematics,Engineering,Problem Solving,56,85,61,91,2,2,2,Engineer
12,Science,Physics,Engineering,Problem Solving,99,92,54,80,9,5,2,Engineer
11,Arts,History,Writing,Writing,80,53,85,51,8,9,1,Journalist
12,Commerce,Mathematics,Finance,Analysis,76,83,52,66,4,5,10,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,95,71,47,95,2,10,10,Financial Analyst
11,Arts,History,Writing,Communication,71,41,63,42,1,9,9,Journalist
12,Commerce,Mathematics,Finance,Mathematics,56,72,75,85,6,5,9,Financial Analyst
11,Commerce,Accountancy,Finance,Mathematics,74,62,60,83,1,6,3,Chartered Accountant
12,Science,Mathematics,Artificial Intelligence,Analysis,59,82,51,95,1,8,8,Data Scientist
11,Science,Computer Science,Technology,Analysis,100,72,66,59,10,6,6,Data Scientist
12,Commerce,Economics,Finance,Mathematics,86,97,68,52,2,5,10,Chartered Accountant
11,Arts,History,Writing,Communication,79,59,78,61,8,4,9,Journalist
12,Commerce,Economics,Finance,Mathematics,79,49,56,54,1,1,4,Chartered Accountant
12,Commerce,Economics,Finance,Analysis,69,99,79,45,2,5,7,Chartered Accountant
12,Science,Physics,Engineering,Problem Solving,60,95,60,84,9,10,5,Engineer
12,Science,Biology,Healthcare,Research,58,45,78,50,10,5,5,Doctor
12,Science,Mathematics,Programming,Problem Solving,82,94,63,88,5,6,3,Software Engineer
12,Science,Mathematics,Engineering,Mathematics,72,41,74,93,5,9,2,Engineer
12,Arts,English,Design,Creativity,73,83,55,78,10,6,7,Graphic Designer
11,Arts,English,Design,Creativity,68,59,56,42,5,10,1,Graphic Designer
11,Science,Mathematics,Technology,Programming,93,90,67,96,3,7,3,Software Engineer
12,Science,Computer Science,Artificial Intelligence,Programming,99,88,64,78,4,3,1,Data Scientist
12,Arts,English,Design,Creativity,66,82,46,60,5,9,2,Graphic Designer
11,Arts,English,Writing,Writing,60,64,70,69,2,9,9,Journalist
12,Arts,History,Writing,Writing,58,58,51,60,5,3,4,Journalist
12,Science,Mathematics,Technology,Problem Solving,88,73,41,85,8,3,2,Software Engineer
11,Commerce,Business Studies,Business,Communication,58,51,72,45,4,7,2,Business Manager
12,Commerce,Business Studies,Business,Communication,84,99,61,68,9,5,8,Business Manager
12,Commerce,Business Studies,Business,Leadership,55,47,78,67,9,8,6,Business Manager
12,Science,Mathematics,Technology,Problem Solving,80,98,66,42,8,10,9,Software Engineer
11,Science,Physics,Engineering,Problem Solving,82,60,65,53,5,9,4,Engineer
12,Commerce,Business Studies,Management,Communication,91,40,78,100,1,9,5,Business Manager
11,Science,Computer Science,Technology,Programming,63,70,87,43,7,3,7,Software Engineer
11,Commerce,Mathematics,Finance,Mathematics,55,58,58,62,1,7,6,Financial Analyst
12,Science,Mathematics,Programming,Programming,66,97,79,85,7,1,10,Software Engineer
12,Commerce,Business Studies,Business,Leadership,68,97,52,44,8,3,2,Business Manager
11,Science,Computer Science,Technology,Problem Solving,85,84,98,95,8,4,3,Software Engineer
12,Commerce,Economics,Finance,Mathematics,84,68,66,56,8,7,6,Chartered Accountant
12,Commerce,Business Studies,Business,Leadership,59,60,74,60,6,3,7,Business Manager
11,Science,Computer Science,Artificial Intelligence,Programming,74,75,95,83,8,1,2,Data Scientist
12,Commerce,Business Studies,Management,Leadership,93,61,92,89,6,10,10,Business Manager
12,Science,Biology,Healthcare,Communication,96,50,55,47,1,7,7,Doctor
11,Arts,History,Government,Research,85,44,41,45,9,5,6,Civil Services
11,Commerce,Accountancy,Finance,Mathematics,83,47,56,45,2,7,2,Chartered Accountant
12,Arts,Political Science,Government,Research,89,54,53,79,4,5,6,Civil Services
11,Commerce,Economics,Finance,Mathematics,86,100,67,81,3,7,10,Chartered Accountant
12,Arts,History,Government,Research,57,65,80,85,8,10,6,Civil Services
11,Arts,English,Writing,Writing,90,69,92,66,4,2,3,Journalist
12,Arts,History,Writing,Writing,95,66,69,89,7,8,10,Journalist
11,Arts,English,Writing,Communication,78,64,48,55,10,6,8,Journalist
11,Commerce,Economics,Finance,Mathematics,84,53,71,56,9,1,2,Chartered Accountant
11,Science,Computer Science,Technology,Problem Solving,89,91,59,46,1,10,5,Software Engineer
11,Science,Mathematics,Artificial Intelligence,Analysis,84,48,53,87,8,1,5,Data Scientist
12,Science,Mathematics,Technology,Problem Solving,89,43,99,98,2,10,6,Software Engineer
12,Commerce,Economics,Finance,Analysis,62,51,54,52,3,4,8,Financial Analyst
12,Commerce,Business Studies,Business,Leadership,88,90,70,83,3,5,8,Business Manager
11,Science,Mathematics,Artificial Intelligence,Analysis,89,51,90,92,10,2,10,Data Scientist
11,Arts,History,Government,Leadership,88,43,63,97,6,4,4,Civil Services
12,Arts,History,Writing,Writing,56,44,58,75,10,5,1,Journalist
12,Commerce,Business Studies,Management,Communication,58,59,93,45,7,2,2,Business Manager
11,Arts,Political Science,Government,Research,81,90,97,87,3,10,10,Civil Services
12,Commerce,Accountancy,Finance,Mathematics,82,54,61,45,7,8,1,Chartered Accountant
11,Arts,English,Writing,Communication,75,99,78,80,2,8,7,Journalist
11,Commerce,Economics,Finance,Analysis,91,81,59,91,4,4,7,Chartered Accountant
12,Arts,History,Government,Research,71,60,46,43,5,2,10,Civil Services
12,Commerce,Business Studies,Business,Leadership,72,68,88,53,6,4,7,Business Manager
12,Science,Computer Science,Technology,Analysis,71,63,56,60,10,6,5,Data Scientist
11,Arts,History,Writing,Communication,58,87,75,68,8,7,2,Journalist
11,Commerce,Mathematics,Finance,Analysis,100,92,75,71,1,3,8,Financial Analyst
11,Science,Chemistry,Healthcare,Communication,56,59,96,46,7,1,4,Doctor
12,Science,Computer Science,Technology,Programming,80,72,55,59,5,5,1,Software Engineer
11,Science,Mathematics,Engineering,Mathematics,83,65,86,77,8,6,9,Engineer
12,Commerce,Mathematics,Finance,Mathematics,87,50,96,46,2,2,4,Financial Analyst
12,Arts,English,Design,Creativity,68,44,72,87,2,3,8,Graphic Designer
11,Commerce,Economics,Finance,Analysis,72,100,40,99,4,2,6,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,77,67,65,58,2,6,8,Financial Analyst
11,Arts,Political Science,Government,Research,70,81,43,62,7,1,10,Civil Services
12,Commerce,Business Studies,Management,Leadership,99,86,75,57,2,2,5,Business Manager
11,Arts,History,Writing,Communication,92,65,52,100,5,6,8,Journalist
12,Arts,English,Design,Creativity,99,96,56,76,5,4,1,Graphic Designer
11,Arts,History,Government,Research,59,97,61,57,2,3,10,Civil Services
12,Arts,English,Design,Creativity,62,96,62,98,1,9,1,Graphic Designer
11,Science,Mathematics,Engineering,Mathematics,70,99,95,96,8,6,7,Engineer
11,Science,Computer Science,Technology,Programming,84,85,83,89,5,8,5,Data Scientist
11,Science,Mathematics,Artificial Intelligence,Analysis,75,75,63,43,9,10,1,Data Scientist
12,Science,Mathematics,Technology,Problem Solving,86,98,40,67,5,5,10,Software Engineer
11,Science,Computer Science,Artificial Intelligence,Analysis,92,68,63,78,3,4,5,Data Scientist
11,Arts,English,Writing,Writing,99,79,62,73,1,9,4,Journalist
11,Arts,English,Design,Creativity,96,66,88,42,8,1,2,Graphic Designer
11,Arts,History,Writing,Communication,61,73,90,86,3,1,8,Journalist
12,Arts,English,Design,Creativity,56,69,100,52,2,7,6,Graphic Designer
12,Arts,History,Writing,Writing,64,85,86,90,2,6,10,Journalist
11,Arts,History,Government,Research,100,77,89,76,8,9,3,Civil Services
11,Science,Physics,Engineering,Mathematics,96,93,97,64,8,5,6,Engineer
11,Commerce,Business Studies,Management,Communication,80,51,49,98,2,7,1,Business Manager
12,Commerce,Accountancy,Finance,Analysis,93,44,62,88,2,8,4,Chartered Accountant
11,Commerce,Economics,Finance,Mathematics,65,55,82,59,9,3,7,Chartered Accountant
12,Commerce,Business Studies,Business,Leadership,97,88,100,59,6,1,9,Business Manager
11,Commerce,Economics,Finance,Mathematics,67,40,41,55,9,5,1,Chartered Accountant
11,Arts,History,Government,Research,99,77,62,100,2,4,3,Civil Services
11,Commerce,Economics,Finance,Mathematics,78,77,70,54,6,9,10,Financial Analyst
11,Science,Computer Science,Artificial Intelligence,Analysis,92,85,50,54,1,7,1,Data Scientist
12,Arts,History,Government,Research,69,100,94,84,1,9,2,Civil Services
12,Science,Computer Science,Technology,Problem Solving,94,70,86,90,8,5,2,Software Engineer
12,Commerce,Business Studies,Business,Communication,65,58,77,93,8,10,9,Business Manager
12,Arts,History,Government,Leadership,63,83,58,83,9,7,3,Civil Services
12,Science,Computer Science,Artificial Intelligence,Programming,57,50,58,83,1,2,7,Data Scientist
11,Arts,History,Writing,Communication,79,73,46,91,10,9,4,Journalist
11,Arts,History,Government,Leadership,59,97,98,73,1,2,7,Civil Services
12,Science,Computer Science,Artificial Intelligence,Analysis,81,54,42,96,1,1,5,Data Scientist
12,Arts,Political Science,Government,Leadership,70,92,51,94,1,7,3,Civil Services
12,Commerce,Economics,Finance,Mathematics,72,88,93,46,8,9,2,Financial Analyst
12,Commerce,Business Studies,Management,Leadership,82,94,69,73,2,1,5,Business Manager
11,Science,Physics,Engineering,Mathematics,73,45,77,40,5,8,9,Engineer
12,Science,Physics,Engineering,Mathematics,66,89,43,47,3,3,10,Engineer
11,Commerce,Economics,Finance,Analysis,73,50,83,71,7,8,5,Chartered Accountant
12,Commerce,Business Studies,Management,Leadership,58,52,48,46,10,9,4,Business Manager
12,Science,Mathematics,Technology,Analysis,70,45,42,56,4,7,8,Data Scientist
11,Arts,Political Science,Government,Leadership,72,69,78,96,3,7,8,Civil Services
11,Arts,History,Government,Research,98,51,69,68,6,3,1,Civil Services
11,Arts,English,Design,Creativity,93,50,75,94,3,4,2,Graphic Designer
11,Science,Mathematics,Engineering,Mathematics,92,56,65,61,5,2,10,Engineer
12,Science,Physics,Engineering,Mathematics,84,59,73,45,6,1,7,Engineer
12,Commerce,Accountancy,Finance,Analysis,70,91,51,94,2,7,9,Chartered Accountant
12,Arts,English,Design,Creativity,94,64,63,100,4,8,4,Graphic Designer
11,Science,Mathematics,Engineering,Problem Solving,96,48,48,77,9,7,4,Engineer
12,Commerce,Economics,Finance,Mathematics,69,68,79,50,8,6,6,Chartered Accountant
12,Arts,English,Writing,Writing,62,63,80,80,10,4,1,Journalist
12,Arts,English,Design,Creativity,86,61,51,88,1,9,2,Graphic Designer
12,Science,Computer Science,Artificial Intelligence,Analysis,93,48,63,65,8,6,7,Data Scientist
11,Arts,English,Writing,Writing,100,54,73,60,10,2,1,Journalist
12,Arts,English,Design,Creativity,76,83,54,97,7,3,10,Graphic Designer
11,Arts,History,Government,Research,100,56,45,76,8,5,3,Civil Services
12,Arts,English,Design,Creativity,76,54,93,99,8,7,4,Graphic Designer
12,Science,Mathematics,Programming,Programming,60,68,73,82,6,7,3,Software Engineer
11,Science,Computer Science,Artificial Intelligence,Programming,82,72,96,98,4,10,10,Data Scientist
12,Commerce,Accountancy,Finance,Mathematics,58,94,86,90,9,4,8,Chartered Accountant
11,Science,Mathematics,Engineering,Mathematics,66,58,56,87,3,1,5,Engineer
12,Commerce,Economics,Finance,Analysis,57,88,49,62,9,1,2,Chartered Accountant
12,Arts,English,Design,Creativity,73,94,89,80,3,1,6,Graphic Designer
12,Arts,English,Writing,Writing,67,86,51,70,1,8,5,Journalist
12,Science,Mathematics,Programming,Problem Solving,93,76,45,53,10,3,5,Software Engineer
12,Science,Mathematics,Technology,Programming,78,65,60,81,1,3,7,Software Engineer
11,Arts,Political Science,Government,Leadership,74,72,94,93,2,1,5,Civil Services
12,Commerce,Economics,Finance,Analysis,69,70,59,95,6,8,10,Chartered Accountant
12,Arts,English,Design,Creativity,62,79,80,74,10,9,1,Graphic Designer
12,Commerce,Business Studies,Management,Leadership,84,49,81,41,1,2,5,Business Manager
12,Science,Mathematics,Technology,Programming,57,90,79,97,6,1,3,Data Scientist
11,Arts,English,Design,Creativity,88,88,72,75,9,7,5,Graphic Designer
12,Commerce,Economics,Finance,Analysis,98,90,45,70,3,10,8,Financial Analyst
12,Commerce,Economics,Finance,Mathematics,81,55,79,86,5,9,10,Chartered Accountant
11,Arts,History,Writing,Communication,65,73,59,50,9,5,2,Journalist
12,Commerce,Economics,Finance,Mathematics,55,68,44,40,7,6,3,Financial Analyst
11,Science,Computer Science,Artificial Intelligence,Analysis,78,89,74,83,5,8,8,Data Scientist
12,Science,Mathematics,Engineering,Problem Solving,69,63,59,94,9,1,6,Engineer
11,Arts,History,Government,Research,70,63,53,54,3,3,5,Civil Services
12,Commerce,Business Studies,Management,Communication,83,93,88,47,4,4,5,Business Manager
11,Arts,History,Writing,Communication,86,68,97,83,3,10,1,Journalist
11,Arts,English,Design,Creativity,68,83,90,64,5,3,10,Graphic Designer
12,Commerce,Business Studies,Management,Communication,89,100,75,72,10,7,2,Business Manager
12,Commerce,Business Studies,Business,Leadership,60,74,100,60,8,8,5,Business Manager
12,Commerce,Mathematics,Finance,Analysis,69,71,68,90,3,7,2,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,98,86,60,80,5,1,8,Chartered Accountant
11,Science,Chemistry,Healthcare,Research,62,68,55,65,6,2,4,Doctor
12,Science,Computer Science,Technology,Analysis,93,49,83,58,1,5,6,Data Scientist
11,Science,Mathematics,Artificial Intelligence,Programming,76,64,99,95,6,4,6,Data Scientist
12,Arts,English,Design,Creativity,81,54,76,93,6,3,8,Graphic Designer
12,Arts,History,Government,Research,81,41,61,57,5,3,2,Civil Services
11,Arts,English,Writing,Writing,57,47,88,45,3,2,3,Journalist
12,Arts,Political Science,Government,Research,72,58,98,97,3,4,10,Civil Services
12,Arts,History,Government,Research,69,47,99,44,7,6,5,Civil Services
12,Science,Chemistry,Healthcare,Research,63,64,49,77,4,4,8,Doctor
12,Science,Mathematics,Engineering,Mathematics,84,83,51,75,9,8,6,Engineer
12,Science,Computer Science,Programming,Programming,61,41,99,73,1,6,5,Software Engineer
